,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
156,Steel Rain,Karmawin,spotify:track:25USI8GEs1cmJqwRrBD3kE,0.7879999999999999,0.384,-11.444,0.0374,0.141,0.691,0.613,89.995,13
157,Mr. Catchy,Sebastian Kamae,spotify:track:0fdzNZydTvnRBAFJrlmlKo,0.6970000000000001,0.287,-10.989,0.0569,0.8759999999999999,0.741,0.266,81.939,13
158,Moment of Leisure,Novvel,spotify:track:0DVaBW6x3nBegRQoN6Q1dJ,0.848,0.39399999999999996,-10.102,0.465,0.927,0.5720000000000001,0.38799999999999996,156.032,6
159,Sunset Flight,goosetaf,spotify:track:273mcVxT4HpbzYaN0xVz1Q,0.43700000000000006,0.371,-11.049000000000001,0.0359,0.943,0.8909999999999999,0.165,147.624,2
160,Afternoon Rain,Farnell Newton,spotify:track:5mpUj2p05omEr65a7DIJLS,0.547,0.498,-9.575,0.0339,0.278,0.462,0.23399999999999999,179.958,10
161,Music Man,Rudy Raw,spotify:track:6CprhdMXargdGO0N9ufaiE,0.81,0.8190000000000001,-8.321,0.157,0.354,0.0828,0.95,135.453,8
162,Gente Tóxica (feat. Rozalén),ToteKing,spotify:track:5C4O45pAOHQ3WkRKmoAErk,0.66,0.746,-5.621,0.205,0.20600000000000002,0.0,0.579,129.329,14
163,Bartleby & Co.,ToteKing,spotify:track:4NE2cVf0KZTQhZaueJ9pEa,0.42100000000000004,0.8290000000000001,-3.98,0.38299999999999995,0.23600000000000002,0.0,0.366,176.327,6
164,Veneno,ToteKing,spotify:track:4iaPYGq6Suf0FfSzpp1hfP,0.46299999999999997,0.636,-6.268,0.289,0.696,0.0,0.733,85.414,14
165,No Lo Volveré a Hacer Más,Ska-P,spotify:track:2vKbFnXwDRpFqkN7dOaxpD,0.632,0.935,-5.667000000000001,0.0419,0.005229999999999999,0.0,0.9690000000000001,153.958,12
166,A Chitón,Ska-P,spotify:track:3n0tFrdF646gQY9p1fCp7j,0.638,0.966,-4.931,0.0305,0.0045899999999999995,0.011000000000000001,0.887,99.988,8
167,El Vals del Obrero,Ska-P,spotify:track:4UjqoyfmarLo3Ub3LE19eC,0.505,0.835,-5.524,0.0685,0.0418,1.12e-06,0.674,102.09700000000001,4
168,Danza dell'autumno rosa,Talco,spotify:track:3qQsdqO1T3IrsaB87i6PAD,0.508,0.857,-4.7410000000000005,0.0726,0.0429,2.62e-05,0.5,171.166,3
169,Bella ciao,Talco,spotify:track:0dDqNmSEXTh8S2DoLAGwJe,0.228,0.765,-7.3389999999999995,0.0666,0.0475,0.00128,0.159,178.572,3
170,La torre,Talco,spotify:track:649jECsHeBdwatQiMIRmoW,0.48,0.91,-4.484,0.0491,0.00325,0.0121,0.9109999999999999,160.054,12
171,Piedra Contra Tijera,Soziedad Alkoholika,spotify:track:05ZxYc1glaSTsNVbjBO9Ty,0.596,0.937,-5.043,0.0584,0.00212,0.000384,0.336,130.017,5
172,"Cuando Nada, Vale Nada",Soziedad Alkoholika,spotify:track:3YjhWiGHlxelJM6Lv28IBm,0.62,0.975,-2.477,0.08,0.00527,0.00317,0.535,131.93,4
173,Motxalo!,Soziedad Alkoholika,spotify:track:6QCeDgenjfiFNaJcbir0NB,0.40299999999999997,0.856,-5.331,0.0442,0.00445,0.00426,0.775,132.075,4
174,Esclavos del Siglo XXI,Gatillazo,spotify:track:0tk6HwFFBSkbrn8sGKaZgq,0.486,0.968,-5.862,0.0559,0.000174,0.0,0.409,102.01700000000001,7
175,Cómo Convertirse en Nada,Gatillazo,spotify:track:7bZfAk1tgSGyIfpQZfOj3A,0.42200000000000004,0.975,-3.535,0.0678,2.02e-05,0.0637,0.331,92.001,7
176,Fóllate al Lider,Gatillazo,spotify:track:1isG9AiSQCyMsaEPzQonWo,0.48200000000000004,0.981,-3.48,0.0758,0.000322,0.0121,0.75,144.072,4
177,Voy a Celebrarlo,Lágrimas De Sangre,spotify:track:7Dd5p5mFpkZlEllO4Y7pCI,0.665,0.718,-8.06,0.23800000000000002,0.354,0.0,0.782,95.065,14
178,Cuando sale el sol,Lágrimas De Sangre,spotify:track:3UUJQXQMK0LwGCl5BhuJrY,0.675,0.626,-6.692,0.0807,0.478,0.0,0.8809999999999999,170.002,12
179,La Gente,Lágrimas De Sangre,spotify:track:4FEsm7tbVlPJ57wvSCf99u,0.782,0.684,-5.647,0.0739,0.5760000000000001,0.0,0.5920000000000001,100.045,0
180,Cada Vez,Desakato,spotify:track:0cvlErFQaOzeyiX8FXDtfR,0.45299999999999996,0.9,-4.655,0.043,0.00047699999999999994,3.05e-05,0.256,179.917,3
181,Octubres rotos,Desakato,spotify:track:096dO4loq3XcU3TBDCjvfW,0.583,0.88,-5.188,0.0361,0.00016,0.00040599999999999995,0.301,134.97299999999998,5
182,Cuando Salga el Sol,Desakato,spotify:track:4tnn3fGft1w1NrMvp9JMgy,0.509,0.973,-3.8510000000000004,0.0935,0.00015800000000000002,4.47e-05,0.29,150.059,3
183,Por ti,Segismundo Toxicómano,spotify:track:7tbmPVO7BOZ3uBTkQ4lwFV,0.6659999999999999,0.9540000000000001,-3.0189999999999997,0.042,0.0232,0.0,0.893,122.053,8
184,Las Drogas,Segismundo Toxicómano,spotify:track:12UZTr5xsKm79TzQkmYRUf,0.5589999999999999,0.919,-4.569,0.0552,0.000106,5.85e-05,0.7509999999999999,121.979,4
185,...En Este Infierno,Segismundo Toxicómano,spotify:track:1pJ3Vpxz2uKoF5nxTBO4V2,0.561,0.955,-3.5780000000000003,0.0448,0.000136,0.0,0.728,113.965,4
186,Héroes del Sábado,La Maravillosa Orquesta del Alcohol,spotify:track:4FjTLCj42DJtNHJAodw6Ig,0.531,0.6859999999999999,-6.309,0.0359,0.263,0.0,0.316,135.97,5
187,La Inmensidad,La Maravillosa Orquesta del Alcohol,spotify:track:5MuXqy5MfdF99A2RRrvQkr,0.599,0.395,-7.723,0.0297,0.17300000000000001,0.0,0.364,130.903,5
188,1932,La Maravillosa Orquesta del Alcohol,spotify:track:2tcOtvQKPYocOEvlr2lOyT,0.5379999999999999,0.643,-5.84,0.0329,0.0213,0.0,0.318,135.151,5
189,Canela en Rama,El Kanka,spotify:track:4mXfHJAMHBFwq4MdQxne2L,0.585,0.483,-7.205,0.0761,0.7340000000000001,0.0,0.621,103.023,0
190,Por Tu Olor,El Kanka,spotify:track:69gBnFLDtc2lub6xL0sfi9,0.789,0.499,-10.111,0.0772,0.68,0.00403,0.7859999999999999,161.171,0
191,Lo Mal Que Estoy (y Lo Poco Que Me Quejo),El Kanka,spotify:track:58Xj6SXYpbZIC1j3znh3fE,0.8959999999999999,0.792,-4.075,0.0547,0.382,0.0,0.9790000000000001,127.917,8
192,Mi jefe,Koma,spotify:track:05gTqb68P40OG0WZlJNMO7,0.55,0.976,-4.728,0.136,0.00218,4.45e-06,0.365,96.081,7
193,Aquí huele como que han fumao,Koma,spotify:track:4cHZm42AfcXxrQHaqgksDa,0.5760000000000001,0.9420000000000001,-4.0169999999999995,0.0524,0.0057799999999999995,1.63e-06,0.92,171.81900000000002,12
194,El sonajero,Koma,spotify:track:2RCW7BQqNjdAFXRYIpBzgK,0.6609999999999999,0.9059999999999999,-4.796,0.0415,0.0043,0.0,0.769,120.06,8
195,Hijo de la Luna,Stravaganzza,spotify:track:56bZn3xALWkeoTQQkYQENO,0.40399999999999997,0.9540000000000001,-3.444,0.386,0.0194,0.0,0.188,160.173,6
196,Deja de Llorar,Stravaganzza,spotify:track:7cBFzbKOaiuVuGUjmQjT1Y,0.221,0.86,-2.194,0.06,0.0144,0.0,0.402,159.628,3
197,Un Millón de Sueños,Stravaganzza,spotify:track:56sHTYFyQXxIsdhIkLHBh8,0.376,0.9490000000000001,-3.3480000000000003,0.109,0.0287,0.0,0.3,146.137,3
198,Lost You in a Second,The Baboon Show,spotify:track:4pFS7DNJ5rZ3AGHir6u8Nj,0.42100000000000004,0.894,-3.4389999999999996,0.0514,0.00031299999999999996,0.0,0.175,148.031,3
199,Radio Rebelde,The Baboon Show,spotify:track:4oKWRvwRKW3CHSZ1cogHjF,0.24,0.958,-2.6,0.125,0.00124,0.0,0.271,167.75900000000001,3
200,You Got A Problem Without Knowing It,The Baboon Show,spotify:track:0thsaS6S3uY3KE57dcs8wx,0.22899999999999998,0.92,-3.267,0.0736,6.96e-05,5.27e-05,0.569,178.81799999999998,3
201,La Gente Es Imbécil,El Reno Renardo,spotify:track:5OjtP2AzNfEG61R9NhO5zN,0.5329999999999999,0.871,-8.559,0.0555,0.00249,2.92e-06,0.522,74.988,4
202,Idiomix,El Reno Renardo,spotify:track:3ECJbGXeX7b2zTo8nJdbmG,0.34600000000000003,0.74,-9.476,0.0529,0.0152,0.0,0.361,130.435,1
203,Conspiranoid,El Reno Renardo,spotify:track:4QNTiE1nVdE9FFztvOh0KI,0.542,0.848,-8.485,0.0563,0.00372,0.0,0.653,80.033,4
204,Hoy,Los De Marras,spotify:track:5jUijZoowytMVFyBa76YL3,0.68,0.934,-4.787,0.0396,0.0277,1.9e-05,0.899,102.509,8
205,Sexo en la Calle,Los De Marras,spotify:track:3IXBQvaHN62rF4QwqO41hD,0.42,0.905,-4.501,0.079,0.0971,0.0,0.71,140.05,4
206,A Tu Vera,Los De Marras,spotify:track:7uj6MDoC3Ga3LIOBiLFsUH,0.574,0.865,-4.023,0.0552,0.0126,0.0,0.555,89.902,4
207,La flama,Obrint Pas,spotify:track:4jJGiNGzoUV4uacldNW5Qb,0.48700000000000004,0.813,-6.426,0.0349,0.0161,2.32e-06,0.45299999999999996,93.609,7
208,Amb l'esperança entre les dents,Xavi Sarrià,spotify:track:0QF7903GYiD9Qn7HbcCxt1,0.528,0.769,-7.362,0.0774,0.564,0.0,0.69,171.729,12
209,Renaixem,Xavi Sarrià,spotify:track:6uiGG9lsQI2Ck8svoTwqkE,0.527,0.7979999999999999,-5.417000000000001,0.0618,0.0011099999999999999,0.0,0.518,164.91099999999997,12
210,Con Tol Deskaro,Tremenda Jauría,spotify:track:4pbxBCFpbL5RvRr45Tn2sw,0.652,0.7979999999999999,-5.239,0.125,0.47,0.0,0.8490000000000001,89.311,14
211,Esta Noche,Tremenda Jauría,spotify:track:4QB3WRZCWXvdB04Aqvermj,0.65,0.797,-7.212999999999999,0.322,0.163,0.0,0.9159999999999999,199.808,6
212,Vamos Sobradas,Tremenda Jauría,spotify:track:20dK83Q5YJlzmJQ9Wc2T76,0.768,0.809,-4.436,0.18899999999999997,0.26,0.0,0.591,92.001,14
213,Zerua Lurrera (Rinconada Remix),Skakeitan,spotify:track:7spg1G9wKw3XdL1SPJxjpu,0.536,0.904,-5.379,0.0419,0.000411,0.18,0.461,95.009,4
214,Orekariak,Skakeitan,spotify:track:3LK2Yamr83ZWoqCKLL5QlW,0.768,0.6970000000000001,-7.819,0.0411,0.0811,2.8199999999999998e-05,0.377,99.99,5
215,Mundu Berri Baten Mapa,Skakeitan,spotify:track:1ijQYY53CNt1ZGwZvwsaXx,0.7170000000000001,0.98,-3.7239999999999998,0.0424,0.0433,1.77e-06,0.799,96.95700000000001,8
216,Get out of My Head,Crisix,spotify:track:5Y8fxHvyj3HeSFOQWoJqOz,0.5579999999999999,0.988,-3.812,0.147,0.000766,0.00031800000000000003,0.327,105.053,7
217,Ultra Thrash,Crisix,spotify:track:02DBrXnHrruEV5SvswEAqA,0.373,0.9520000000000001,-3.6630000000000003,0.141,4.6500000000000005e-05,0.0164,0.36700000000000005,104.99799999999999,7
218,Brutal Gadget,Crisix,spotify:track:6Byw0sGEYDBmCYWyGmaDpA,0.449,0.871,-4.383,0.0758,0.000113,0.0109,0.685,105.249,4
219,Vida,Smoking Souls,spotify:track:5T6jvIMkt0NZQfzF8jMQtq,0.619,0.863,-5.845,0.0294,0.000292,2.01e-06,0.713,92.49799999999999,4
220,Nit salvatge,Smoking Souls,spotify:track:3TwSlfvFPPoz0K1yL1Ujxn,0.5870000000000001,0.675,-6.734,0.0313,8.93e-05,2.9999999999999997e-05,0.382,109.978,5
221,Guarda'm l'aire,Smoking Souls,spotify:track:6LnYlWJ7fwIWFwPQptJ5TX,0.318,0.623,-6.4879999999999995,0.0369,0.0023899999999999998,1.71e-06,0.294,88.02600000000001,7
222,Ahí Van los Locos,Limando,spotify:track:3zm9Vkiue8g6duk57SgWI6,0.7090000000000001,0.787,-4.8389999999999995,0.0565,0.0812,6.34e-06,0.841,170.987,12
223,La Secreta,Limando,spotify:track:5Ai3zgFKBDjAixolp3ylq9,0.7,0.84,-4.324,0.18899999999999997,0.239,0.0,0.7929999999999999,154.965,14
224,Mis Amigos,Limando,spotify:track:0zTtS8WAYTERLdbnSRosGj,0.638,0.8959999999999999,-3.821,0.0356,0.0793,1.57e-06,0.973,168.11,12
225,En Alguna Calle,El Sombrero del Abuelo,spotify:track:1GdzBNobD5sJO3GInSQw4p,0.574,0.971,-3.801,0.0954,0.19899999999999998,0.0,0.8109999999999999,89.80799999999999,4
226,Rastros,El Sombrero del Abuelo,spotify:track:5mvaGRf8nl2CbqoJYc9Ulh,0.685,0.873,-4.425,0.157,0.28,1.94e-06,0.833,107.73,14
227,Noche de Artistas,El Sombrero del Abuelo,spotify:track:36o6cE6Q2wAqHAbP4pZXPb,0.602,0.872,-4.343,0.213,0.0796,2e-06,0.865,176.137,12
228,Lligar no és lo teu,Suu,spotify:track:75i0xSwWwRoaKX43NGokyo,0.784,0.669,-5.416,0.0677,0.337,9.01e-05,0.9129999999999999,95.973,8
229,A Solas,Suu,spotify:track:1oF8s0wOANRYFcPJEWQxiT,0.606,0.344,-9.677,0.051,0.8859999999999999,0.0036200000000000004,0.37200000000000005,141.558,10
230,13 dies més,Suu,spotify:track:5241dz9P36xk0K9dxebOnz,0.691,0.637,-5.4079999999999995,0.0508,0.247,5.98e-06,0.867,97.994,8
231,Cicatrices,Natos y Waor,spotify:track:19OsDvOm2hw28Bqg7wo4Ox,0.718,0.8140000000000001,-5.4670000000000005,0.345,0.695,0.0,0.27,120.04,6
232,Piratas,Natos y Waor,spotify:track:3qip0w84KOrKFeXV8THbSi,0.6709999999999999,0.718,-5.385,0.0541,0.359,2.2100000000000002e-05,0.145,77.971,5
233,Bicho raro,Natos y Waor,spotify:track:4MonThJItfsXWPFIvAT5EX,0.682,0.8029999999999999,-5.183,0.109,0.688,0.0,0.586,91.023,0
234,Reproches,Ayax y Prok,spotify:track:3L6RhaS4ISh8GSagrFMFZn,0.6409999999999999,0.907,-6.938,0.35600000000000004,0.43200000000000005,0.0,0.382,92.881,6
235,Fresas con nata,Ayax y Prok,spotify:track:48sq0JdNEbXhQTdAorTzC9,0.8240000000000001,0.617,-10.429,0.43700000000000006,0.126,0.0,0.8140000000000001,115.899,6
236,"A veces se me pasa, a veces paso",Ayax y Prok,spotify:track:1Xet933o3e612B2HPY63pV,0.7170000000000001,0.953,-4.333,0.314,0.10400000000000001,0.0,0.667,93.06,14
237,Química,Juancho Marqués,spotify:track:6hl11GjnzYXymKJLWdt8P2,0.401,0.498,-14.751,0.11800000000000001,0.16699999999999998,0.00106,0.318,89.63,1
238,Mira Pa Otro Lao,Juancho Marqués,spotify:track:5hoR3izLYXMPO45eDq3lrl,0.741,0.609,-11.174000000000001,0.0607,0.341,0.000173,0.494,104.96,0
239,Nos Vamos a Comer el Mundo,Juancho Marqués,spotify:track:64vB5VGDLpBecqgWOLVNI4,0.557,0.5379999999999999,-8.503,0.0984,0.708,0.0,0.22899999999999998,89.939,9
240,Cristales Rotos,Sons of Aguirre,spotify:track:2v7exGU90YFXvlxUJ9dFvQ,0.531,0.687,-7.4,0.0462,0.40700000000000003,0.0,0.943,82.56200000000001,0
241,Velociraptor Vegano,Sons of Aguirre,spotify:track:14rb1k1597yHftzHw46Abe,0.408,0.9440000000000001,-5.146,0.281,0.0402,0.0,0.5539999999999999,100.055,14
242,La Cigarra y la Hormiga,Sons of Aguirre,spotify:track:1Bddl2xpVtMPwn78K8dHu3,0.667,0.905,-6.062,0.14,0.0328,0.0,0.47600000000000003,102.478,4
243,El Marginal,Sara Hebe,spotify:track:0JZ2fNMIa6DVUfgd2RKH2R,0.84,0.728,-5.479,0.175,0.0553,0.0,0.79,90.022,14
244,Los Borbones Son Unos Ladrones,FRANK T,spotify:track:7BXTCiQvCcfZyFtQ3hXQdh,0.662,0.777,-7.537999999999999,0.265,0.037000000000000005,0.0,0.534,89.816,14
245,La Noche,Sara Hebe,spotify:track:78dzy4RvkbR9wsL9braaGS,0.659,0.935,-4.46,0.0682,0.0323,5.93e-05,0.9540000000000001,180.00900000000001,12
246,A Machete Voy,Machete en Boca,spotify:track:2wr6BtudgpHlNE6D6cDfVR,0.748,0.868,-5.1160000000000005,0.07200000000000001,0.37200000000000005,2.8e-06,0.9329999999999999,110.005,8
247,Creen Que Saben,Machete en Boca,spotify:track:77MZHSo9QK1UlgX0bTsX33,0.642,0.6679999999999999,-6.237,0.158,0.00515,0.0,0.655,99.956,14
248,No Quiero Mas Na,Machete en Boca,spotify:track:2ef7XomwU78POte7kOv9Ex,0.693,0.805,-7.011,0.207,0.579,0.0,0.6990000000000001,94.943,14
249,Vuelve,Sebastian Yatra,spotify:track:6WSAPEkvEfcEUgSTAo1D3S,0.716,0.474,-6.7139999999999995,0.052000000000000005,0.5589999999999999,0.0,0.302,77.811,0
250,Lo siento,Beret,spotify:track:4S6gJt4RYR34t4sjW8wEah,0.419,0.40700000000000003,-9.011000000000001,0.0446,0.5760000000000001,0.0,0.309,79.839,9
251,Te echo de menos,Beret,spotify:track:3gPOFPYLgpvQz0ZMwmv7NE,0.6579999999999999,0.7140000000000001,-5.086,0.175,0.20600000000000002,0.0,0.36200000000000004,159.9,5
252,Frozen Desert,Iseo & Dodosound,spotify:track:1VIXX3s9uD3Kag1rnwPCFk,0.7340000000000001,0.397,-10.205,0.113,0.063,0.000202,0.39299999999999996,151.906,5
253,Fresh Air,Iseo & Dodosound,spotify:track:3J10NHRHpTDVSkQfS7CH0P,0.769,0.40399999999999997,-10.995999999999999,0.0669,0.0421,1.29e-05,0.494,74.998,0
254,Dame,Iseo & Dodosound,spotify:track:7buJdUHz3QIKZBZ5wbq6H0,0.685,0.648,-5.808,0.0614,0.00998,0.0,0.731,164.018,12
255,My Sound,Skarra Mucci,spotify:track:0Cgnu9ljE00cowIlJWq2qN,0.693,0.8390000000000001,-3.325,0.172,0.0653,0.0,0.773,93.04899999999999,14
256,Raggamuffin School,Skarra Mucci,spotify:track:0rhSPrVjGqQAl8pyGG7KUe,0.674,0.77,-5.51,0.205,0.12,0.0,0.8490000000000001,171.987,12
257,The Song - Latin Edition,Skarra Mucci,spotify:track:7F0h8QXYhu4zpqdZHV3KFK,0.7809999999999999,0.784,-6.2139999999999995,0.0389,0.0159,0.0,0.613,90.02,8
258,Judging Not,Emeterians,spotify:track:1KmKL5Nd2zdzjLtbH0wcHZ,0.9179999999999999,0.601,-8.208,0.159,0.0863,5.2000000000000004e-05,0.807,92.447,14
259,Hay Que Entrar,Hermano L,spotify:track:40RL5pxxLScJPbxksHtvHR,0.595,0.779,-4.532,0.165,0.0896,0.0,0.638,155.905,12
260,Sacrificio,Ganjahr Family,spotify:track:34TOJHsM9MWxMbuHngLSyi,0.674,0.9309999999999999,-6.83,0.11800000000000001,0.0519,0.0,0.755,169.946,12
261,Long Time,Mad Division,spotify:track:48IwTutnkXD2XshQtwaz2t,0.488,0.9440000000000001,-3.642,0.266,0.695,0.0,0.342,79.26,14
262,Ganja,Baino Di Lion,spotify:track:1NTncuBYO7Po8kOd6798mW,0.79,0.6990000000000001,-8.119,0.10800000000000001,0.39399999999999996,0.0,0.9690000000000001,180.10299999999998,12
263,Gure Kaiola,Glaukoma,spotify:track:1Ae3rlQjDCgpEvlmWCFgAO,0.747,0.5489999999999999,-8.873,0.10099999999999999,0.551,0.0,0.624,84.994,0
264,Pass the Weed,Glaukoma,spotify:track:7DtZyzZfwiHjZMfNNNOpfS,0.64,0.644,-8.392000000000001,0.0787,0.4,0.0,0.65,88.926,0
265,Haizea,Glaukoma,spotify:track:66xguTNhfAQZevn4KSlO5F,0.433,0.8,-7.477,0.0563,0.124,0.0,0.368,94.822,7
266,Katedral Bat,Berri Txarrak,spotify:track:7E9kYNVV0xMBqT7wFqY59c,0.509,0.948,-4.393,0.0343,0.00316,5.87e-06,0.40399999999999997,97.025,7
267,Zuri,Berri Txarrak,spotify:track:1rX7lOfUGAdsvCoX6gQSxN,0.47100000000000003,0.985,-4.374,0.0694,0.000245,3.34e-05,0.284,110.595,7
268,Infrasoinuak,Berri Txarrak,spotify:track:3lDi0ipBse0FmLdSFcTtwo,0.297,0.9690000000000001,-3.992,0.0848,0.000176,0.0,0.332,192.16400000000002,3
269,Niña voladora,Juanito Makandé,spotify:track:6t9ot6JHFylOIfKRRvxIS8,0.75,0.41600000000000004,-8.205,0.0996,0.7440000000000001,4.2e-05,0.7290000000000001,145.135,0
270,Entre Mi Casa y la Luna,Juanito Makandé,spotify:track:5NeRdUJmxYFKknt11DWqQP,0.424,0.6659999999999999,-7.523,0.0467,0.588,4.49e-06,0.684,177.153,12
271,Alma Libre,Green Valley,spotify:track:1uSoNnGawCKEtpPrTJakke,0.534,0.747,-6.221,0.3,0.292,0.0,0.667,173.957,6
272,USA,Dubioza kolektiv,spotify:track:44dZg7KfwR4EULJl0OZJNs,0.892,0.639,-4.297,0.0495,0.294,0.0,0.9440000000000001,140.002,8
273,Himna Generacije,Dubioza kolektiv,spotify:track:2bz7HzpZkFyLqpKr9N9a5G,0.626,0.93,-4.584,0.0385,0.653,0.0,0.9640000000000001,162.047,12
274,Free.Mp3 - The Pirate Bay Song,Dubioza kolektiv,spotify:track:44qtPFmuDu94WP5IXq3wwp,0.904,0.748,-4.769,0.0377,0.043,0.0,0.958,120.0,8
275,Amor (Ft. Mon Laferte) - MTV Unplugged,Los Auténticos Decadentes,spotify:track:1QjfU3jkGInap7Vm9lVJIQ,0.62,0.7170000000000001,-7.165,0.0361,0.0274,0.0,0.601,92.881,4
276,La Guitarra - MTV Unplugged,Los Auténticos Decadentes,spotify:track:1BHcGZKJIv8fr6V2DbM52l,0.628,0.915,-6.763,0.16399999999999998,0.12,0.0,0.96,135.981,8
277,Loco (Tu Forma De Ser),Los Auténticos Decadentes,spotify:track:3ydweVPwq9PCEVJ8WwqT6u,0.742,0.61,-7.596,0.0853,0.175,0.0,0.722,113.281,8
278,Necesarias Pero Absurdas,mafalda,spotify:track:5y6FKzBQC4cTtJ2eZFSiL8,0.53,0.774,-5.791,0.0521,0.0696,0.000592,0.7879999999999999,184.98,12
279,Mi Pena y Mi Suerte,mafalda,spotify:track:50EoaRCOuUidwmA43xf48O,0.555,0.92,-3.949,0.0392,0.0026899999999999997,3.23e-06,0.51,92.506,4
280,En Guerra,mafalda,spotify:track:3LUSxYTZtlCMUdPgSzq6iV,0.7170000000000001,0.8270000000000001,-6.715,0.0332,0.0297,2.2100000000000002e-05,0.8640000000000001,100.03,8
281,Noche De Halloween,Saurom,spotify:track:7LOB6BlP57YO1ezKxz5py4,0.309,0.914,-4.284,0.162,0.09300000000000001,0.0,0.442,99.77600000000001,7
282,Saloma,Saurom,spotify:track:4P1EpuPSl5mMA8m0rUIY4S,0.655,0.618,-8.88,0.0329,0.514,0.0,0.605,120.024,0
283,Soñando Contigo (Las Caricias del Alma),Saurom,spotify:track:0roVvDO3xMR2iXh9MRnR4N,0.52,0.927,-4.27,0.0633,0.0405,4.31e-05,0.38799999999999996,129.986,7
284,Pandilleros,Kaos Urbano,spotify:track:4Y5xtGR44TTrJ2MvjmYr0I,0.354,0.973,-3.18,0.222,0.000102,0.0,0.36,165.794,3
285,Héroe Solitario,Kaos Urbano,spotify:track:6ci15JAp4ok6pgIaC4sYEC,0.45799999999999996,0.96,-3.9210000000000003,0.0735,1.8100000000000003e-05,0.00223,0.20600000000000002,94.943,7
286,Por Volverte a Ver,Kaos Urbano,spotify:track:1TYuepAPnqxeSt6lNVFMzm,0.24100000000000002,0.9259999999999999,-2.783,0.0657,1.18e-05,0.105,0.33,123.569,7
287,Más Animal,Bocanada,spotify:track:5XT7snlt2iLjPcmQUb455w,0.603,0.978,-4.053999999999999,0.114,0.00626,2.5300000000000002e-05,0.525,167.965,12
288,Llenos los Bolsillos,Bocanada,spotify:track:0DhASrG4HinN8dXGnJHD4o,0.7020000000000001,0.953,-3.845,0.0451,0.00774,0.0162,0.74,133.903,8
289,Campo a Través,Bocanada,spotify:track:159ZMyQVPoFh0VAdtBYthS,0.444,0.948,-3.7239999999999998,0.0482,0.0008619999999999999,0.000328,0.547,164.983,3
290,Vallekas,No Konforme,spotify:track:2WOqSeUVWhnJOSc9UoZ9I1,0.6990000000000001,0.9109999999999999,-5.706,0.0532,0.0522,0.0,0.631,111.977,4
291,Cenizas del Capitalismo,No Konforme,spotify:track:2Rnj162wwsHaTtovq68GK8,0.594,0.9259999999999999,-5.609,0.138,0.0302,0.0,0.589,154.066,12
292,Manifestación,No Konforme,spotify:track:13iae7rc0QSUY6SaNgbsrp,0.688,0.8909999999999999,-4.574,0.0636,0.009729999999999999,1.12e-06,0.841,100.04299999999999,8
293,Screaming Oi!,Rude Pride,spotify:track:2w538XW4pHQmOWGFkYtfGF,0.58,0.888,-4.048,0.028999999999999998,0.00125,0.000229,0.863,92.448,4
294,Wrong Way,Rude Pride,spotify:track:0QJr76zTbccQthOL9xQfg7,0.5379999999999999,0.894,-4.101,0.0466,0.00591,0.0215,0.8859999999999999,170.17,12
295,Take It as It Comes,Rude Pride,spotify:track:1jvFiRIAI3wC2Nr5xGDGgC,0.6679999999999999,0.9309999999999999,-5.01,0.0399,0.0018,0.000185,0.861,117.477,8
296,Ganas de...,Tu Otra Bonita,spotify:track:6B8yIqabRNZf5X4XYCSM62,0.632,0.445,-13.887,0.0397,0.5720000000000001,0.0011300000000000001,0.9159999999999999,166.933,0
297,Grita (feat. Miguel Campello),Tu Otra Bonita,spotify:track:5PqOSAOz4ZHBtjKWaPwKCa,0.643,0.53,-7.186,0.0494,0.127,0.0,0.21100000000000002,96.95700000000001,5
298,Se quemó,Tu Otra Bonita,spotify:track:5hMCJhrpM0kJw2c9RgprZV,0.716,0.924,-5.794,0.157,0.16,0.0,0.5720000000000001,117.92299999999999,14
299,Oye Compai,La Excepcion,spotify:track:538zkgS4TUwhZYMDzXoKUR,0.7809999999999999,0.9159999999999999,-4.363,0.201,0.547,1e-06,0.892,90.96600000000001,14
300,Besolla F.S.,La Excepcion,spotify:track:0qKSw0G3DJq2aWbE1emmhI,0.821,0.8190000000000001,-3.569,0.265,0.237,0.0,0.86,95.03399999999999,14
301,Jambo loco,La Excepcion,spotify:track:4iZipnxXmtoBX78riQtbO9,0.8109999999999999,0.8190000000000001,-6.042999999999999,0.09300000000000001,0.318,0.0,0.8909999999999999,86.516,8
302,Sonrisas y Lágrimas,Shotta,spotify:track:5G39f41SuKJKAPra4HE1Lw,0.57,0.836,-5.47,0.10400000000000001,0.256,0.0,0.373,91.32,7
303,God Level (La Batalla de los Dioses),Omega El CTM,spotify:track:20JyLsaGV5UJ0RLXDL4KXG,0.662,0.836,-6.318,0.355,0.0846,0.0,0.905,90.126,14
304,Felicidad,Shotta,spotify:track:5yUR6jfhuKJNwUtYo52t2q,0.564,0.8440000000000001,-5.392,0.159,0.7190000000000001,0.0,0.7659999999999999,91.69,14
305,Pena,SacrificioyPasta,spotify:track:5JuiXVuv9kGoWeIwPT5bbI,0.47,0.728,-10.127,0.36700000000000005,0.32,2.08e-06,0.746,87.59299999999999,6
306,Narcolepsia,fernandocosta,spotify:track:6tnl0gz73FCRz2kzWwdUUq,0.7759999999999999,0.607,-8.35,0.36700000000000005,0.308,0.0,0.7709999999999999,93.85,14
