,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
1731,Stay With Me - Live From Spotify Berlin,Angus & Julia Stone,spotify:track:5FwD0r8W7XSBtXc7Jb4HuC,0.613,0.10300000000000001,-22.224,0.0434,0.8290000000000001,0.0147,0.159,75.928,9
1732,Maps,Colin & Caroline,spotify:track:7ED8yT6oWUoq5WVIfaka4e,0.62,0.374,-9.594,0.026000000000000002,0.696,4.270000000000001e-05,0.156,100.887,9
1733,Don't Start Now,Veil,spotify:track:2x5rbdOKuR1k0ZvwomFViJ,0.35,0.373,-8.04,0.0341,0.752,2.48e-05,0.19399999999999998,99.821,9
1734,Cold Water,Megan Davies,spotify:track:4esmMZzUcSw6cgd8WbSOgi,0.509,0.257,-13.962,0.10800000000000001,0.733,0.0,0.55,187.36599999999999,10
1735,Sugar - Acoustic,Francesco Yates,spotify:track:34hxvwFw9OmXVg3DO27V80,0.7759999999999999,0.11800000000000001,-14.651,0.0569,0.8959999999999999,0.0,0.418,119.946,9
1736,Kiss Me - AOL Sessions Acoustic Version,Sixpence None The Richer,spotify:track:79z7dHVpP3ODaat0CK29db,0.568,0.193,-11.522,0.0283,0.892,1.5e-06,0.494,99.397,9
1737,In My Blood,Simon Samaeng,spotify:track:0GwkiRlUjjMjrOa2trBjMu,0.716,0.146,-14.821,0.0316,0.935,0.0,0.276,99.91799999999999,9
1738,Shape of You - Acoustic,Ed Sheeran,spotify:track:5ULRlgiSPSKTaJN1vU9yso,0.843,0.4,-5.5760000000000005,0.10300000000000001,0.49,0.0,0.927,100.728,0
1739,In My Mind,The Mayries,spotify:track:321MVlyIOEsI2hjYzsVrBo,0.643,0.23399999999999999,-9.547,0.0294,0.857,0.0,0.267,110.264,9
1740,Set Fire To The Rain,Noah Guthrie,spotify:track:5foLNCCWHMFXIzgtuOVEis,0.5660000000000001,0.22699999999999998,-11.588,0.0502,0.703,0.0,0.507,117.979,9
1741,September Song - Guitar Acoustic,JP Cooper,spotify:track:7bMkcxifc4EjIQKw49EC7h,0.593,0.39399999999999996,-8.946,0.028999999999999998,0.355,0.0,0.5429999999999999,94.90899999999999,0
1742,XO,Anna Elizabeth Laube,spotify:track:0oa6d6Nz5BmP7jquxEoyMm,0.456,0.154,-13.953,0.0327,0.924,0.00116,0.35100000000000003,79.211,9
1743,Firestone - Live Acoustic Version,Kygo,spotify:track:4gek9UL5WceAq1qiZlhmGM,0.39899999999999997,0.331,-10.854000000000001,0.0336,0.8859999999999999,0.000839,0.278,104.59899999999999,9
1744,Ordinary World,Joy Williams,spotify:track:1Rzv9hwuNO1H7N947tD1e8,0.52,0.172,-11.422,0.0343,0.972,6.24e-06,0.0746,67.007,9
1745,You Are My Sunshine,Jasmine Thompson,spotify:track:5qMjtrGnezsafpH4oqg7oU,0.494,0.215,-10.092,0.0321,0.904,0.0,0.313,124.057,9
1746,She's On My Mind - Guitar Acoustic,JP Cooper,spotify:track:6O2cwVw0mjWxq98rI4YfVz,0.58,0.442,-7.626,0.0324,0.48200000000000004,0.0,0.741,92.194,0
1747,Linger,Freedom Fry,spotify:track:3rcVJVqhuuKbVppaLXrxD5,0.5720000000000001,0.285,-12.367,0.0316,0.789,0.0,0.168,88.012,9
1748,Price Tag - Acoustic Version,Jessie J,spotify:track:3GoAxXQ1JATxMJAtIT7hnX,0.546,0.625,-6.5920000000000005,0.369,0.0933,0.0,0.506,87.906,6
1749,Make Me (Cry) - Acoustic,Boreal,spotify:track:4J87Y0ggs18DNP7XMn3f0X,0.667,0.429,-6.265,0.062,0.8859999999999999,0.0,0.376,77.11,9
1750,1973 - Acoustic,James Blunt,spotify:track:4DCHszO57DZHgvqalfoITR,0.632,0.37799999999999995,-11.462,0.0306,0.884,2.6300000000000002e-05,0.34700000000000003,125.12799999999999,9
1751,Too Much To Ask - Acoustic,Niall Horan,spotify:track:6HTDbFiF3c6QFRKkB6DcR4,0.519,0.192,-7.38,0.0414,0.857,0.0,0.36,125.417,9
1752,Creep,Arlo Parks,spotify:track:0SCox9Tmm4AxcnhDXZglYB,0.585,0.0228,-15.218,0.0422,0.986,0.0007019999999999999,0.424,75.84,9
1753,In My Life,Wallis Bird,spotify:track:625ZpDbngDHqNgjoGiCgBp,0.447,0.124,-12.777999999999999,0.0488,0.841,2.48e-06,0.235,77.133,9
1754,Perfect Strangers - Acoustic,Jonas Blue,spotify:track:5AFMjlqAA0skXGqZHGZDxt,0.6609999999999999,0.672,-4.292,0.0377,0.757,0.0,0.609,117.943,0
1755,Rather Be,Jasmine Thompson,spotify:track:0osBWMCpbGSGj5FVDzCTvy,0.534,0.332,-7.44,0.0374,0.8370000000000001,0.0,0.509,110.771,9
1756,I Like Me Better - Recorded at Spotify Studios NYC,Lauv,spotify:track:2uQNcZYa0SEbfW4cj0d9OS,0.45399999999999996,0.151,-13.444,0.06,0.777,0.0,0.36200000000000004,90.18700000000001,9
1757,"Mad World - Recorded at Metropolis Studios, London",Lily Allen,spotify:track:1B8C0h5Y8MRvzK7j17BODg,0.585,0.21100000000000002,-11.807,0.0358,0.943,1.67e-05,0.386,92.449,9
1758,Give Me Everything,Q.Z.B,spotify:track:5AZWf9rIKcTBGsHfRDOb3M,0.397,0.39899999999999997,-10.565999999999999,0.0483,0.674,0.0,0.381,179.625,10
1759,Fast Car,Black Pumas,spotify:track:1WdCH2OGhDH4iaKL6782xG,0.6609999999999999,0.365,-6.279,0.035,0.7609999999999999,0.0,0.5489999999999999,91.616,0
1760,High and Dry,Colin & Caroline,spotify:track:5jUExRL4pCNDYPz9qzzK2F,0.51,0.33799999999999997,-9.371,0.0268,0.615,0.0,0.141,147.939,10
1761,True Colours,Tom Odell,spotify:track:1rGxG6Y5OgmSwGPRPJv9Q4,0.518,0.126,-12.102,0.0431,0.9420000000000001,0.0,0.166,75.991,9
1762,Time After Time,Iron & Wine,spotify:track:5kOBEsqVNwi4udPRbagNIV,0.628,0.248,-13.304,0.032,0.8140000000000001,0.0602,0.6459999999999999,125.29799999999999,9
1763,Stay,Missy & Blonde,spotify:track:3SHg4VamqiJkGSU5o4zEaD,0.37,0.318,-6.524,0.0339,0.7659999999999999,0.0,0.47,173.521,10
1764,Ain't Nobody (Loves Me Better) - Acoustic,Jasmine Thompson,spotify:track:1OozJMmjaGAgX8WPTTMpcG,0.512,0.245,-8.828,0.0338,0.851,0.0,0.266,93.971,9
1765,Stitches,Jaclyn Davies,spotify:track:3Jy394MtpM2xciRBTzxBlg,0.636,0.233,-9.381,0.0318,0.9129999999999999,1.4e-06,0.16,129.759,9
1766,Ciao Adios - Acoustic,Anne-Marie,spotify:track:6smhUkQT8kHxF16dkziIcn,0.415,0.56,-1.7890000000000001,0.036000000000000004,0.632,0.0,0.37799999999999995,115.78200000000001,10
1767,Slow Hands - Acoustic,Niall Horan,spotify:track:7tAPTpA6VmKAeu3S5w9RVW,0.8220000000000001,0.22,-8.36,0.0382,0.25,0.0,0.634,87.45299999999999,0
1768,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,Megan Davies,spotify:track:6TqDrmjUDqQo4JiF1apQnL,0.62,0.40299999999999997,-6.997999999999999,0.0393,0.636,0.0,0.528,135.84,10
1769,Hey Brother,The Mayries,spotify:track:5Hu8zdEUszmTkCeSsm3Ly9,0.5579999999999999,0.22399999999999998,-14.675999999999998,0.0312,0.847,0.0,0.255,114.76700000000001,9
1770,Let It Go - James Bay Spotify Session 2015,James Bay,spotify:track:4tYokojnBEp5pBWO7wTRPA,0.499,0.21,-9.122,0.042,0.8909999999999999,1.17e-05,0.39,140.23,10
1771,Chained To The Rhythm,Lola Rhodes,spotify:track:6WYZpPWeHcAXd0KVSfjbwI,0.365,0.391,-8.404,0.0354,0.725,0.0,0.337,179.275,10
1772,Rhythm Inside - Acoustic,Calum Scott,spotify:track:7vO3KTA1YPgw6eb3NITrO3,0.7140000000000001,0.40399999999999997,-5.205,0.0352,0.863,0.0,0.251,120.37299999999999,9
1773,Still Falling For You - Live,Ellie Goulding,spotify:track:26m4W0OdNVDsgDY5relJwj,0.743,0.272,-8.055,0.0399,0.902,0.0,0.579,92.074,0
1774,Issues - Acoustic,Julia Michaels,spotify:track:7M8d1oa1Rfvik0RRHT12wt,0.691,0.34299999999999997,-6.107,0.0531,0.742,0.0,0.591,114.398,0
1775,I'll Be There for You,Edith Whiskers,spotify:track:4YV0dYmHFCMrnWNG47IJVd,0.512,0.151,-10.57,0.0387,0.963,0.0,0.285,153.306,10
1776,Wild Love - Acoustic,James Bay,spotify:track:4zDQS1OCghoOKkjw6hf2qT,0.519,0.40700000000000003,-7.682,0.0384,0.8440000000000001,0.0,0.515,139.954,10
1777,Sorry - Live,Gavin James,spotify:track:2i4sEJNbfcEKtqU0dcY9O1,0.35700000000000004,0.305,-10.823,0.0415,0.727,0.0,0.244,82.141,9
1778,New Rules - Acoustic,Dua Lipa,spotify:track:4X283dKwcjIqJiOCV1dMBJ,0.826,0.345,-6.018,0.0372,0.601,0.0,0.508,116.072,0
1779,Hello,Erato,spotify:track:5mCLi8QdP2d9EoSIEoO8jX,0.5870000000000001,0.18899999999999997,-10.552999999999999,0.0355,0.95,3.29e-06,0.217,73.42399999999999,9
1780,"How to Save a Life - Live in Nashville, TN - December 2006",The Fray,spotify:track:32N3bQcpqADdTGKTHBq5px,0.32799999999999996,0.502,-5.914,0.0329,0.767,0.0,0.248,123.745,10
1781,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,spotify:track:359lSGQwvAM3aZA5UNwqiQ,0.68,0.315,-8.425,0.0391,0.9129999999999999,0.0,0.361,117.61399999999999,9
1782,Unchained Melody,Lykke Li,spotify:track:2eH4LAMhD20bl8tQseKckb,0.371,0.0731,-8.051,0.0328,0.9309999999999999,0.0,0.316,137.466,10
1783,Better Together,Us The Duo,spotify:track:6KzL8s8GdRbd5Mal8yLz6R,0.79,0.3,-10.597000000000001,0.0622,0.649,0.0,0.49,110.18700000000001,0
1784,Little Talks,Julia Sheer,spotify:track:1ulDt6ySVbMbzZCBO6hSfb,0.637,0.263,-9.094,0.0399,0.873,0.0,0.48700000000000004,97.42299999999999,9
1785,I Wanna Dance with Somebody,Rachel Brown,spotify:track:550Wn0mCBgXSnTNouQA2fY,0.7120000000000001,0.102,-11.422,0.0522,0.899,0.0,0.38,104.37100000000001,9
1786,Crazy in Love,Daniela Andrade,spotify:track:6m0qBDIhzICOwWMPZdgyVK,0.606,0.326,-9.401,0.11900000000000001,0.868,0.0,0.489,78.906,9
1787,New Rules,Becca Adams,spotify:track:2xugNZzWFJVQB54PS5XnG2,0.617,0.18899999999999997,-12.11,0.0302,0.9540000000000001,0.0,0.28,90.04700000000001,9
1788,Nervous - Acoustic,Gavin James,spotify:track:3ZAbCtTT1qSmJFSilUjhpr,0.42700000000000005,0.127,-12.731,0.0419,0.9640000000000001,1.92e-06,0.259,76.357,9
1789,I'm Yours - (From the Casa Nova Sessions),Jason Mraz,spotify:track:1QlWYpD8hrhmS0kDDWwgb8,0.514,0.17600000000000002,-12.228,0.037000000000000005,0.8909999999999999,0.0,0.526,141.463,9
1790,Stay - Recorded At Spotify Studios NYC,CHVRCHES,spotify:track:7czJzGCQ4ZQhik0mrTG85W,0.391,0.21100000000000002,-11.867,0.0349,0.937,0.01,0.218,111.601,9
1791,Dancing in the Dark,Eddie Berman,spotify:track:0aLBrgdmfl1DADg3ZO6y0N,0.46299999999999997,0.153,-14.082,0.0385,0.903,1.23e-05,0.254,73.506,9
1792,You Were There,The Toxic Avenger,spotify:track:1DtAX7RT29Qw75iAiRCT3R,0.861,0.431,-8.289,0.0453,0.000668,0.0983,0.139,98.98299999999999,5
1793,The Mountain Will Fall,DJ Shadow,spotify:track:7fKjt9lQRrbi7JaqfIsjIH,0.349,0.489,-7.36,0.0373,0.00045,0.765,0.0349,136.134,11
1794,The Sideshow (feat. Ernie Fresh),DJ Shadow,spotify:track:2TD9wVSR6dKi7R0arHRFWT,0.82,0.809,-8.283,0.196,0.0275,0.13699999999999998,0.284,101.015,14
1795,Arena,Digitalism,spotify:track:51OKmXqAn6lR4LaW9trQ0D,0.541,0.626,-8.838,0.0641,0.000292,0.879,0.321,126.012,11
1796,Shangri-La,Digitalism,spotify:track:04zbBPRto6Jy8g9aCdcgFN,0.529,0.633,-8.302,0.0447,0.000299,0.36200000000000004,0.319,169.05200000000002,3
1797,Genesis,Justice,spotify:track:2W29TNaSCiolWbPfQNgNOW,0.7120000000000001,0.7879999999999999,-5.122000000000001,0.36200000000000004,0.0202,0.32899999999999996,0.289,117.13,6
1798,D.A.N.C.E.,Justice,spotify:track:0MYTcPXAAmeKBUpBgtAV0J,0.594,0.961,-5.443,0.33799999999999997,0.0463,0.0,0.531,113.126,6
1799,Let There Be Light,Justice,spotify:track:3ANVXaOA6QkYiuEYAjylki,0.609,0.8909999999999999,-3.281,0.0564,0.000128,0.0221,0.0439,123.00200000000001,5
1800,Phantom,Justice,spotify:track:1mXhoBjKSYGnbF1KqMWhA3,0.6,0.45899999999999996,-5.44,0.0616,0.00869,0.0145,0.12300000000000001,117.038,5
1801,"Phantom, Pt. II",Justice,spotify:track:4gy5mZED6resnQ34djqdxk,0.621,0.726,-6.407,0.18899999999999997,0.0022,0.785,0.386,116.95,11
1802,Blizzard,Kavinsky,spotify:track:3Y2zex8JatFQaHwVFBvKxH,0.669,0.904,-2.0469999999999997,0.0792,0.0661,0.541,0.133,112.038,11
1803,Testarossa Autodrive,Kavinsky,spotify:track:5MOwFMdgsaysrVPcE7Flnj,0.525,0.8540000000000001,-4.1930000000000005,0.256,0.0423,0.0,0.7490000000000001,130.013,14
1804,Rampage,Kavinsky,spotify:track:2L229dt48Ged4SdbenZrd7,0.43200000000000005,0.873,-3.015,0.0588,0.0124,0.0956,0.503,111.12100000000001,7
1805,Da Funk,Daft Punk,spotify:track:7D4FK4maB3qK0YJexCUJ7Q,0.8059999999999999,0.7,-5.269,0.0752,0.00196,0.8909999999999999,0.892,111.215,11
1806,Wild for the Night (feat. Skrillex & Birdy Nam Nam),A$AP Rocky,spotify:track:22Mme5vsZ688TMUieIHdx3,0.7559999999999999,0.857,-4.185,0.336,0.0452,0.0,0.688,140.017,6
1807,Helix,Justice,spotify:track:37hv4njU4sHxZAGCmBjd7f,0.66,0.862,-5.602,0.0371,0.0132,0.598,0.254,116.97200000000001,11
1808,On'n'On,Justice,spotify:track:4woQ1mc7PzrQ39j0asLJrf,0.524,0.601,-5.36,0.0369,0.0679,0.0,0.542,91.82,4
1809,Viol,Gesaffelstein,spotify:track:07aqlD34P6qYrWjRNBt1eW,0.597,0.8390000000000001,-6.9639999999999995,0.0377,7.59e-05,0.825,0.20199999999999999,108.993,11
1810,Pursuit,Gesaffelstein,spotify:track:2jJIxT6WAIVWzDo3Ou53Q0,0.682,0.934,-4.822,0.0741,0.0619,0.9259999999999999,0.0708,108.98200000000001,11
1811,Aleph,Gesaffelstein,spotify:track:0W2275seLSrfjHxeWmDb6l,0.494,0.894,-6.061,0.044000000000000004,0.0341,0.905,0.369,162.035,11
1812,Odd Look,Kavinsky,spotify:track:3T1CEAG5ukgdqGvQuXWzqI,0.578,0.945,-2.19,0.0852,0.0841,0.0011,0.4,105.115,7
1813,Wayfarer,Kavinsky,spotify:track:5RxJENtSzEkPr6N6476Xtx,0.597,0.873,-7.335,0.0371,0.000279,0.696,0.382,125.413,11
1814,Disco Zombi Italia,Carpenter Brut,spotify:track:5P7vyuXeMJ6GDqbnlDjRd3,0.68,0.7909999999999999,-4.34,0.0464,4.99e-05,0.883,0.434,123.973,11
1815,Le Perv,Carpenter Brut,spotify:track:3TGdjEu0eB6i0ZiiOjTCVR,0.537,0.9109999999999999,-3.964,0.0478,1.06e-05,0.853,0.38799999999999996,120.036,11
1816,Hang'em All,Carpenter Brut,spotify:track:6Uh9buPdy7c8lVVkx8YR5v,0.315,0.884,-1.475,0.0659,0.000113,0.9229999999999999,0.0776,116.101,11
1817,Angst : Four,The Toxic Avenger,spotify:track:7Dj5rAmdPYI96qYo5GAxPH,0.253,0.475,-5.985,0.0499,0.00346,0.0244,0.215,205.96099999999998,3
1818,Make This Right,The Toxic Avenger,spotify:track:7mSmt2yar5VUXZNBV4AnpE,0.674,0.774,-8.309,0.0366,0.00586,0.107,0.10099999999999999,102.005,5
1819,DNA,Zeds Dead,spotify:track:5SeY97el89aK3sxt2uAHts,0.711,0.9309999999999999,-4.029,0.276,0.0744,1.92e-06,0.42,91.07,14
1820,Lights Out,Zeds Dead,spotify:track:1jDs90B3VVMct1FsJ1p5cj,0.5670000000000001,0.8240000000000001,-5.765,0.0473,0.0805,0.0296,0.0398,146.023,5
1821,Me No Care,Zeds Dead,spotify:track:4NzuzmnpbFPxqBv2LFB5HM,0.5770000000000001,0.878,-4.663,0.122,0.022000000000000002,0.12300000000000001,0.39299999999999996,175.05599999999998,3
1822,Hadouken (VIP),Zeds Dead,spotify:track:0qexuiai99dy81DJmtnK9j,0.662,0.9129999999999999,-3.79,0.0856,0.0171,0.00545,0.36200000000000004,145.08100000000002,5
1823,Head Splitter,Getter,spotify:track:5GHb72Wb3FiB29SOD4ZfoO,0.7390000000000001,0.8759999999999999,-6.771,0.0504,0.00599,0.446,0.479,149.994,11
1824,Mr. B (feat. Dominic Lalli),GRiZ,spotify:track:6d3ALWkrmqO6GCi6McHb1Q,0.675,0.737,-7.34,0.0737,0.0142,0.191,0.376,100.012,5
1825,I Remember - J Majik & Wickaman Remix,deadmau5,spotify:track:2RuBAvgCePBw6YuTOfvLMZ,0.5589999999999999,0.94,-3.675,0.0391,0.000281,0.0652,0.502,88.501,4
1826,Into the Labyrinth,Kraddy,spotify:track:6eXFBZFwbRdMsnH3L307RO,0.561,0.594,-8.334,0.0633,0.000918,0.574,0.19899999999999998,140.039,11
1827,Burn It Down,Kraddy,spotify:track:5YavTFEywm8zyRQY1WRvx6,0.722,0.7879999999999999,-7.159,0.079,0.0116,0.493,0.733,145.114,8
1828,The Prestige,Kraddy,spotify:track:0Q1mms65ueWOXW2J2hh5kK,0.642,0.857,-6.662999999999999,0.17300000000000001,0.0113,0.243,0.303,139.981,5
1829,Running Wild,LOWSELF,spotify:track:4RJ4EnyIwcq2tzin5QrDRr,0.628,0.8959999999999999,-6.006,0.0539,0.0263,0.136,0.0704,94.991,5
1830,Soldiers,Kyle Dixon & Michael Stein,spotify:track:54by0m2G1A6u1R87HxzaFB,0.597,0.317,-13.899000000000001,0.0319,0.21899999999999997,0.909,0.0399,97.978,13
1831,Stranger Things - Extended,Kyle Dixon & Michael Stein,spotify:track:4I90I39s5W0QrD1QtG3bwQ,0.19,0.226,-17.993,0.0362,0.711,0.909,0.0996,83.993,13
1832,Hydrogen,M|O|O|N,spotify:track:38rMZCtAPuRgOuV3pyFDmF,0.797,0.948,-7.941,0.0523,0.0052,0.752,0.0451,125.934,11
1833,84' Dreamin,Com Truise,spotify:track:3QtDwzsHJayeFRH0mON2Qg,0.56,0.573,-8.683,0.28600000000000003,0.20800000000000002,2.51e-05,0.23600000000000002,148.6,6
1834,Quixotic,M|O|O|N,spotify:track:5cZva2sFzjPzbSs0x0FVXP,0.7090000000000001,0.45,-14.075999999999999,0.0521,0.0454,0.882,0.34,118.01100000000001,13
1835,Future Club,Perturbator,spotify:track:20ztml2STRF7Sq1UaBB6ox,0.44799999999999995,0.955,-2.945,0.0441,0.00108,0.8370000000000001,0.39,99.994,11
1836,Sexualizer (feat. Flash Arnold),Perturbator,spotify:track:4mbYAXxvtRHjLZT92MTT8k,0.534,0.8009999999999999,-5.544,0.0309,0.022000000000000002,0.8,0.201,135.023,11
1837,Lady,Chromatics,spotify:track:6otIc0oVvatI8rNxLUNS05,0.721,0.6940000000000001,-12.707,0.0391,0.122,0.8,0.643,103.541,11
1838,Miami Disco,Perturbator,spotify:track:5QyvmZYiOuK0saTv6J77Yg,0.611,0.9420000000000001,-3.3110000000000004,0.10099999999999999,0.063,0.0557,0.94,120.00399999999999,8
1839,In The Face Of Evil,Magic Sword,spotify:track:2bHpNAMEsB3Wc00y87JTdn,0.29600000000000004,0.764,-4.499,0.0315,0.011000000000000001,0.0724,0.14400000000000002,143.89,3
1840,Run,IAMTHEKIDYOUKNOWWHATIMEAN,spotify:track:63AYMkPl6rRn9m9NuUMrxI,0.457,0.58,-8.132,0.096,0.415,0.305,0.038,180.051,10
1841,Miami - Original Mix,Jasper Byrne,spotify:track:6zEGOVxDlKdv7kauGS20X8,0.474,0.6459999999999999,-7.604,0.0325,0.00062,0.818,0.152,95.025,11
1842,Voyager - Original Mix,Jasper Byrne,spotify:track:1bweOqaO6SIGRRMupc7zMm,0.685,0.63,-10.909,0.0417,0.067,0.841,0.7879999999999999,119.993,11
1843,She Swallowed Burning Coals,El Tigr3,spotify:track:0F1yb5tFzXDocAXqcljA9H,0.6409999999999999,0.645,-7.996,0.0479,0.0418,0.0404,0.342,109.994,5
1844,Wolfpack (feat. Maskarade),The Bloody Beetroots,spotify:track:59TyenU5GsKLSLsALDxbIQ,0.483,0.9390000000000001,-1.726,0.0884,6.4e-05,0.0,0.31,129.993,7
1845,"Pirates, Punks & Politics (feat. Perry Farrell)",The Bloody Beetroots,spotify:track:58uh4lEyIV5qFIHvpA3KZ9,0.43700000000000006,0.961,-2.8360000000000003,0.12,3.14e-05,0.076,0.628,89.944,7
1846,All Black Everything (feat. Gallows),The Bloody Beetroots,spotify:track:2MJeY5EoKlEwhbshRuJjer,0.408,0.972,-2.968,0.155,7.6e-05,0.000359,0.5770000000000001,160.10399999999998,3
1847,Warp 7.7 (feat. Steve Aoki),The Bloody Beetroots,spotify:track:0fsumMKRfcPS5KsAw5FgwC,0.642,0.961,-4.373,0.10400000000000001,0.00011499999999999999,0.8759999999999999,0.0976,130.032,11
1848,Beautiful - Original Mix,Crookers,spotify:track:7tIPmwS966iVuoiFmIGrAe,0.79,0.649,-8.597999999999999,0.271,0.0175,0.0022199999999999998,0.0996,121.03,6
1849,Again (feat. XXXTENTACION),Noah Cyrus,spotify:track:2S2od3hT7ceytw7d1pTRuE,0.664,0.738,-4.095,0.0338,0.188,5.7499999999999995e-05,0.203,119.973,5
1850,Hands (feat. Denai Moore),Point Point,spotify:track:56lfiApDTYBslfBRpmghz6,0.596,0.5379999999999999,-7.047999999999999,0.128,0.233,4.0799999999999996e-05,0.359,106.04299999999999,5
1851,Krush Groove,Wax Motif,spotify:track:09AltYSSNSYNerbYcIIB3j,0.799,0.8859999999999999,-3.9989999999999997,0.0553,0.00117,0.92,0.41700000000000004,125.991,11
1852,Mental,Wax Motif,spotify:track:6ZfHp33wj3MuQlcx8RXBpZ,0.8059999999999999,0.8009999999999999,-5.196000000000001,0.0557,0.0016,0.848,0.578,124.00200000000001,11
1853,Southside Groove,Andi Rivera,spotify:track:1qKOBWk8KeyRmEG9mR2JlJ,0.777,0.799,-8.535,0.0649,0.00547,0.0232,0.6409999999999999,123.005,8
1854,Playtime Is Over,Le Matos,spotify:track:5sxEANjYc72HQFmQADFpxK,0.6679999999999999,0.779,-8.9,0.0465,0.0038399999999999997,0.703,0.449,109.994,11
1855,Disintegration - Dirtyphonics Remix,Le Castle Vania,spotify:track:2Tvtaq2UNrEugFhsYzcgSv,0.6579999999999999,0.995,-6.388,0.128,0.00112,0.7979999999999999,0.18100000000000002,127.99,11
1856,Get Innocuous!,LCD Soundsystem,spotify:track:0Ct2XTT4UBt9Y196i0Ido2,0.696,0.963,-6.625,0.0398,0.0105,0.857,0.574,118.01,11
1857,Cult,The Toxic Avenger,spotify:track:2LRYFwjjIwl4eTMehOpWpv,0.665,0.38,-10.277999999999999,0.0541,0.00221,0.894,0.358,107.99600000000001,11
1858,Thieves,The Toxic Avenger,spotify:track:08XcJBuWpG6iALg86KI6Bz,0.574,0.8759999999999999,-6.837999999999999,0.034,0.00044400000000000006,0.904,0.615,99.994,11
1859,Around the Globe,The Toxic Avenger,spotify:track:64QWB0EGsPUnHVQ7MP0RIk,0.804,0.67,-5.278,0.0499,0.0588,0.0258,0.07,113.98899999999999,5
1860,I Never Knew,The Toxic Avenger,spotify:track:3ibC1ZrhkmVHvhR0q69G6j,0.555,0.713,-6.169,0.0316,0.0123,0.131,0.455,87.055,4
1861,Planisphere,Justice,spotify:track:18IARgL5t0TkfCvARd8Ndn,0.581,0.887,-5.041,0.0855,0.000212,0.831,0.122,110.01899999999999,11
1862,Dance Yrself Clean,LCD Soundsystem,spotify:track:2cmRpmO04TLaKPzmAzySYZ,0.7390000000000001,0.611,-9.829,0.0622,0.00557,0.725,0.794,98.00399999999999,11
1863,Citi Bike,Lido,spotify:track:3mi7RsNkaXOMfcXqjxXGzB,0.501,0.40700000000000003,-13.690999999999999,0.109,0.0264,0.0006219999999999999,0.109,110.928,1
1864,Chase II,The Toxic Avenger,spotify:track:6VIc9H2egF4reg4dzBuEaa,0.846,0.767,-4.691,0.0621,0.0062,0.797,0.11800000000000001,105.001,11
1865,Deceptacon (DFA Rmx) By Tim Goldsworthy & James Murphy for the Dfa,Le Tigre,spotify:track:305CEVdhAViS0CW2NCLvdR,0.951,0.726,-5.066,0.0825,0.00883,0.494,0.743,125.999,8
1866,Divide & Conquer,What So Not,spotify:track:3HD05YfZS6L8ZZD0Gl47Hq,0.639,0.5870000000000001,-6.263999999999999,0.0416,0.00477,0.9109999999999999,0.344,145.062,11
1867,"4'18"" 'Till the End",The Toxic Avenger,spotify:track:1EwRARiZtp6P0X9wrlKsmq,0.68,0.5720000000000001,-4.931,0.036000000000000004,0.00557,0.0322,0.317,120.02799999999999,5
1868,Diamonds,Afrojack,spotify:track:4jYAPtgFpcCXDZ1YMDdNj2,0.62,0.907,-1.895,0.0306,0.0033299999999999996,0.154,0.37,149.93200000000002,5
1869,The End,Noax,spotify:track:4AReuskFZseMj4RpJk0Zyi,0.541,0.961,-7.766,0.0773,0.0036200000000000004,0.578,0.276,75.005,11
1870,Daemon,Kenton Slash Demon,spotify:track:1YkclUKT6fE6WrKhzUUQff,0.713,0.6940000000000001,-8.025,0.0395,0.33299999999999996,0.836,0.521,120.00299999999999,11
1871,Adieu,What So Not,spotify:track:16WSFIgiBLm8y0FZIYjgpS,0.52,0.531,-9.296,0.0331,0.177,0.00252,0.145,144.093,10
1872,Warlord,What So Not,spotify:track:2q3gxrNyZ1LPzGubB0Mg13,0.428,0.645,-5.2620000000000005,0.0353,0.00156,0.0115,0.1,89.855,7
1873,Ottomatic,Oliver,spotify:track:2xxCF1zsq3irWmLvBCaTAw,0.419,0.843,-5.09,0.0664,0.00449,0.363,0.214,100.00399999999999,7
1874,Dreams,NERO,spotify:track:560Ac5wm8qT64yGNRKRhpN,0.521,0.55,-6.222,0.0709,0.0029,0.171,0.0391,184.018,3
1875,Motorcycle Boy,Mr Flash,spotify:track:7HbGLqMf90JPmxrL04Ouyf,0.611,0.763,-5.476,0.11699999999999999,0.0011300000000000001,0.525,0.494,114.54299999999999,11
1876,Sonic Crusader,Mr Flash,spotify:track:0xFIVV7VFzAL0KCp9tM4qC,0.649,0.873,-7.144,0.368,0.00106,0.00011599999999999999,0.212,89.557,6
1877,Drill,Mr Flash,spotify:track:2X4685LubRYnb3oVx9tNUg,0.7,0.6890000000000001,-6.747999999999999,0.0673,1.26e-05,0.000529,0.555,98.98899999999999,5
1878,Parliament Of The Rooks,Mr Flash,spotify:track:1fVbPl8IBcsGQPilwlUHHZ,0.445,0.7020000000000001,-7.109,0.163,0.0372,0.823,0.157,88.72200000000001,11
1879,"Ash Sync - Air, Alex Gopher & Etienne De Crécy Version",Étienne de Crécy,spotify:track:3uIOxWVRZI2XaqHDXfDc9b,0.892,0.48700000000000004,-6.391,0.0369,0.00264,0.7190000000000001,0.631,110.01799999999999,11
